[2026-04-05T19:32:14.674Z] GET http://localhost:3000/node_modules/.vite/deps/tailwind-merge.js?v=3d514953 → 200 (?ms, ?B)
[2026-04-05T19:32:14.674Z] GET http://localhost:3000/src/services/contract.ts → 200 (?ms, ?B)
[2026-04-05T19:32:14.675Z] GET http://localhost:3000/src/contracts/HealthVault.abi.json?import → 200 (?ms, ?B)
[2026-04-05T19:32:14.675Z] GET http://localhost:3000/src/contracts/addresses.ts → 200 (?ms, ?B)
[2026-04-05T19:34:07.809Z] GET http://localhost:3000/patient → 200 (147ms, 644B)
[2026-04-05T19:34:07.980Z] GET http://localhost:3000/@vite/client → 200 (23ms, 137703B)
[2026-04-05T19:34:07.980Z] GET http://localhost:3000/src/main.tsx?t=1775417647613 → 200 (153ms, 6054B)
[2026-04-05T19:34:07.982Z] GET http://localhost:3000/@react-refresh → 200 (31ms, 117548B)
[2026-04-05T19:34:08.004Z] GET http://localhost:3000/node_modules/vite/dist/client/env.mjs → 200 (39ms, 4113B)
[2026-04-05T19:34:08.136Z] GET http://localhost:3000/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=3d514953 → 200 (?ms, 37035B)
[2026-04-05T19:34:08.140Z] GET http://localhost:3000/node_modules/.vite/deps/react-dom_client.js?v=3d514953 → 200 (?ms, 1118B)
[2026-04-05T19:34:08.141Z] GET http://localhost:3000/node_modules/.vite/deps/react-router-dom.js?v=3d514953 → 200 (?ms, 42618B)
[2026-04-05T19:34:08.141Z] GET http://localhost:3000/src/providers/AppProvider.tsx → 200 (79ms, 5595B)
[2026-04-05T19:34:08.141Z] GET http://localhost:3000/src/app/context/AppContext.tsx → 200 (80ms, 35782B)
[2026-04-05T19:34:08.141Z] GET http://localhost:3000/src/pages/LandingPage.tsx → 200 (80ms, 55655B)
[2026-04-05T19:34:08.141Z] GET http://localhost:3000/src/features/patient/PatientApp.tsx → 200 (81ms, 12928B)
[2026-04-05T19:34:08.141Z] GET http://localhost:3000/src/features/doctor/DoctorApp.tsx → 200 (85ms, 10723B)
[2026-04-05T19:34:08.141Z] GET http://localhost:3000/src/app/components/ui/sonner.tsx → 200 (86ms, 4598B)
[2026-04-05T19:34:08.141Z] GET http://localhost:3000/src/styles/index.css → 200 (86ms, 148870B)
[2026-04-05T19:34:08.143Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-QCHXOAYK.js?v=3d514953 → 200 (?ms, 77818B)
[2026-04-05T19:34:08.144Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-WOOG5QLI.js?v=3d514953 → 200 (?ms, 2884B)
[2026-04-05T19:34:08.144Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-RPCDYKBN.js?v=3d514953 → 200 (?ms, 928095B)
[2026-04-05T19:34:08.144Z] GET http://localhost:3000/node_modules/.vite/deps/chunk-INYSTG2O.js?v=3d514953 → 200 (?ms, 171959B)
[2026-04-05T19:34:08.227Z] GET http://localhost:3000/node_modules/.vite/deps/@tanstack_react-query.js?v=3d514953 → 200 (1ms, 130747B)
[2026-04-05T19:34:08.228Z] GET http://localhost:3000/src/providers/Web3Provider.tsx → 200 (20ms, 16074B)
[2026-04-05T19:34:08.228Z] GET http://localhost:3000/src/providers/EncryptionProvider.tsx → 200 (45ms, 15986B)
[2026-04-05T19:34:08.228Z] GET http://localhost:3000/node_modules/.vite/deps/react.js?v=3d514953 → 200 (?ms, 219B)
[2026-04-05T19:34:08.229Z] GET http://localhost:3000/node_modules/.vite/deps/react-router.js?v=3d514953 → 200 (?ms, 2359B)
[2026-04-05T19:34:08.231Z] GET http://localhost:3000/node_modules/.vite/deps/lucide-react.js?v=3d514953 → 200 (?ms, 1370940B)
[2026-04-05T19:34:08.232Z] GET http://localhost:3000/src/hooks/useWallet.ts → 200 (43ms, 6725B)
[2026-04-05T19:34:08.236Z] GET http://localhost:3000/src/features/patient/components/Header.tsx → 200 (39ms, 17725B)
[2026-04-05T19:34:08.236Z] GET http://localhost:3000/src/app/components/Sidebar.tsx → 200 (39ms, 7279B)
[2026-04-05T19:34:08.236Z] GET http://localhost:3000/src/app/components/Dashboard.tsx → 200 (39ms, 49059B)
[2026-04-05T19:34:08.236Z] GET http://localhost:3000/src/app/components/Appointments.tsx → 200 (64ms, 35309B)
[2026-04-05T19:34:08.236Z] GET http://localhost:3000/src/app/components/TestResults.tsx → 200 (41ms, 28297B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/app/components/Medications.tsx → 200 (64ms, 33813B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/app/components/Notes.tsx → 200 (64ms, 46991B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/app/components/MedicalRecords.tsx → 200 (66ms, 46814B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/features/doctor/components/DoctorHeader.tsx → 200 (75ms, 26973B)
[2026-04-05T19:34:08.237Z] GET http://localhost:3000/src/features/doctor/components/DoctorSidebar.tsx → 200 (110ms, 7775B)
